A68214,0,2,11,IMAGE,0,"P A G Ei The fyrste Sermon made the.xix. day of March, in the yere of our lord a.","PAGEi PAGEi PAGEi PAGEi The First Sermon made the xix day of March, in the year of our lord a."
A69147,6321,5,195,IMAGE,395,"Yea ther is no such meruaile as this, that among so holy a people & enryched with so many prerogatiues fro god him self, ar found so smal a numbre, that acknowledged this time of grace & saluacion.","Yea there is no such marvel as this, that among so holy a people & enriched with so many prerogatives from god him self, Are found so small a numbered, that acknowledged this time of grace & salvation."
A69147,6322,5,195,IMAGE,395,"Only this old man Simeon,","Only this old man Simeon,"
A69147,6323,5,196,IMAGE,395,"& Anna the prophetisse, toke heed vnto ye prophecy of Christ, and marked this tyme of grace:","& Anna the Prophetess, took heed unto you prophecy of christ, and marked this time of grace:"
A69147,6324,5,196,IMAGE,395,"certainly beleuing that it shulde be so in deed, that he shulde not taste of death, but that he shulde firste beholde the Christ of the lorde.","Certainly believing that it should be so in deed, that he should not taste of death, but that he should First behold the christ of the lord."
A69147,6325,5,196,IMAGE,395,"And what folowed? For asmuche as his faithe and hope was certayne and right, therefore he receaued an oracle or answer of the holy ghost, that he shuld not se death, before he had seene the lordes Christ.","And what followed? For asmuch as his faith and hope was certain and right, Therefore he received an oracle or answer of the holy ghost, that he should not see death, before he had seen the Lords christ."
A69147,6326,5,196,IMAGE,395,Oh in what ioy was this good father then?,O in what joy was this good father then?
A69147,6327,5,196,IMAGE,395,"And on the other side, howe greuous was the abidyng so longe tyme vnto him, tyl he myght see that daye and attaine to that ioye.","And on the other side, how grievous was the abiding so long time unto him, till he might see that day and attain to that joy."
A69147,6328,5,196,IMAGE,395,"Notwithstandyng at the laste it came, and he obtained his herty desire.","Notwithstanding At the laste it Come, and he obtained his hearty desire."
A69147,6329,5,196,IMAGE,395,"For whe the parents brought in the childe Iesus, to do for him after the custome of the law, this Simeon came also into the temple not of his awne heade, but by the mocion of the holy ghost.","For when the Parents brought in the child jesus, to do for him After the custom of the law, this Simeon Come also into the temple not of his awn head, but by the motion of the holy ghost."
A69147,6330,5,196,IMAGE,395,"And the receiued the babe into his armes and confessed him to be his lorde and sauioure, and wished vnto him all thinges fortunate and prosperous, as in this place in goodly ordre and frutefully the Euangelyst describeth it.","And the received the babe into his arms and confessed him to be his lord and Saviour, and wished unto him all things fortunate and prosperous, as in this place in goodly ordre and fruitfully the Evangelist Describeth it."
A69147,6332,5,196,IMAGE,396,"<NOTE> Thirdelye here note, in howe greate myrthe, in what great ioy, this old man triumphed as it were when the eyes of his hearte were opened to knowe his Messias.","Thirdly Here note, in how great mirth, in what great joy, this old man triumphed as it were when the eyes of his heart were opened to know his Messias."
A69147,6333,5,196,IMAGE,396,"Nowe (saide he) O lord, thou lettest thy seruaunt depart in peace, accordyng to thy promise.","Now (said he) Oh lord, thou Lettest thy servant depart in peace, according to thy promise."
A69147,6334,5,196,IMAGE,396,"Oh, howe noble a thinge is a heart that beleueth well?","O, how noble a thing is a heart that Believeth well?"
A69147,6335,5,196,IMAGE,396,"For, I praye you, what thinge careth Simeon for nowe?","For, I pray you, what thing Careth Simeon for now?"
A69147,6336,5,196,IMAGE,396,when he knoweth his king and fauiour?,when he Knoweth his King and fauiour?
A69147,6337,5,196,IMAGE,396,Doutles nothing nowe can make him pensiue or sorowfull.,Doubtless nothing now can make him pensive or sorrowful.
A69147,6338,5,196,IMAGE,396,"Neither careth he much, whether he liue or dye.","Neither Careth he much, whither he live or die."
A69147,6339,5,196,IMAGE,396,As though he shulde saye:,As though he should say:
A69147,6340,5,196,IMAGE,396,"Oh lorde God, I haue with great and feruent desire longed to see thy sonne, the sauiour of the worlde, and now by thy goodnes and mercye I haue that I euer desired.","O lord God, I have with great and fervent desire longed to see thy son, the Saviour of the world, and now by thy Goodness and mercy I have that I ever desired."
A69147,6341,5,196,IMAGE,396,"And therfore, now I feale my felfe in so great ioye, that it is all one to me whether I liue or dye.","And Therefore, now I feal my self in so great joy, that it is all one to me whither I live or die."
A69147,6342,5,196,IMAGE,396,"<NOTE> Now if I must liue longer,","Now if I must live longer,"
A69147,6343,5,196,IMAGE,396,"I knowe that my sauiour, yea the sauiour of al the whole worlde is come, and therfore there is nothyng can make me sorowfull.","I know that my Saviour, yea the Saviour of all the Whole world is come, and Therefore there is nothing can make me sorrowful."
A69147,6344,5,196,IMAGE,396,"But if I must dye, then am I sure that death is to me auantage.","But if I must die, then am I sure that death is to me advantage."
A69147,6345,5,196,IMAGE,396,Yea verely (oh Lord) I heartely desire to be dissolued & be with thee.,Yea verily (o Lord) I heartily desire to be dissolved & be with thee.
A69147,6346,5,196,IMAGE,396,"For I am sure, that neither synne nor death, nor deuil nor hell can hurt me, for asmuche as I haue seen thy sonne my lorde, and I haue knowen him as my Messias and sauiour.","For I am sure, that neither sin nor death, nor Devil nor hell can hurt me, for asmuch as I have seen thy son my lord, and I have known him as my Messias and Saviour."
A69147,6347,5,196,IMAGE,396,"Beholde howe after this maner Symeon maketh his song, and declareth what fayth he hath in this childe.","Behold how After this manner Symeon makes his song, and Declareth what faith he hath in this child."
A69147,6348,5,196,IMAGE,396,And what dothe he more?,And what doth he more?
A69147,6349,5,196,IMAGE,396,"Sufficeth it that he only beleueth,","Suffices it that he only Believeth,"
A69147,6350,5,196,IMAGE,396,<NOTE> and that this ioye tickleth his heart onely?,and that this joy tickleth his heart only?
A69147,6351,5,196,IMAGE,396,"Nay not so. But he would make this ioy knowen vnto all men, and he sayth,","Nay not so. But he would make this joy known unto all men, and he say,"
A69147,6352,5,196,IMAGE,396,"That God hath prepared this sauiour, before the face of all people.","That God hath prepared this Saviour, before the face of all people."
A69147,6353,5,196,IMAGE,396,"Wherevnto? A light to lighten among the Heathen, and the glory of thy people of Israel.","Whereunto? A Light to lighten among the Heathen, and the glory of thy people of Israel."
A69147,6354,5,196,IMAGE,396,Surely that is it that I would so gladly haue hard spoken of.,Surely that is it that I would so gladly have hard spoken of.
A69147,6355,5,196,IMAGE,396,And I beseche you what thyng might wee poore heathen require more?,And I beseech you what thing might we poor heathen require more?
A69147,6356,5,196,IMAGE,396,"Wee were bonde vnto this tyme in darkenes & great incredulite, vtterly ignorant what we shuld do to attaine euerlasting saluacion.","we were bond unto this time in darkness & great Incredulity, utterly ignorant what we should do to attain everlasting salvation."
A69147,6357,5,196,IMAGE,396,"But God hath set furth this light, and nowe hath he ended this miserye.","But God hath Set forth this Light, and now hath he ended this misery."
A69147,6358,5,196,IMAGE,396,"Who hath done this? This childe, of whom Symeon speaketh suche excellent thynges.","Who hath done this? This child, of whom Symeon speaks such excellent things."
A69147,6359,5,197,IMAGE,396,And by what thyng hath he brought this to passe?,And by what thing hath he brought this to pass?
A69147,6360,5,197,IMAGE,396,By his helthsom doctrine and gospell.,By his helthsom Doctrine and gospel.
A69147,6361,5,197,IMAGE,396,"For as he only is the glory of his people, when they acknowledge him by faith, so also is he a light vnto vs, when he wolde that his most holy worde shuld come vnto vs.","For as he only is the glory of his people, when they acknowledge him by faith, so also is he a Light unto us, when he would that his most holy word should come unto us"
A69147,6362,5,197,IMAGE,396,"For then in deede began it to be fulfilled, that the prophet longe before sawe in spirite, and saide:","For then in deed began it to be fulfilled, that the Prophet long before saw in Spirit, and said:"
A69147,6363,5,197,IMAGE,396,The people that dwelt in darknes sawe a great lyght &c.,The people that dwelled in darkness saw a great Light etc.
A69147,6364,5,197,IMAGE,396,"Wherfore (deerely beloued) let vs with harty affection indeuour oure selues, that in as much as we are made the childre of god, by the worde of god, that we acknowledge the same with Simeon, and be thankefull.","Wherefore (dearly Beloved) let us with hearty affection endeavour our selves, that in as much as we Are made the children of god, by the word of god, that we acknowledge the same with Simeon, and be thankful."
A69147,6365,5,197,IMAGE,396,"And neuer admitte to seeke remission of sinnes, iustice and eternal health at any other, then this childe, whom Simeon acknowledgeth and nameth the sauioure of the whole worlde.","And never admit to seek remission of Sins, Justice and Eternal health At any other, then this child, whom Simeon acknowledgeth and names the Saviour of the Whole world."
